date,n_total
2023-04-04,55
2023-04-05,94
2023-04-06,63
2023-04-07,79
2023-04-08,81
2023-04-09,70
2023-04-10,85
2023-04-11,65
2023-04-12,89
2023-04-13,72
2023-04-14,80
2023-04-15,71
2023-04-16,76
2023-04-17,75
2023-04-18,75
2023-04-19,81
2023-04-20,93
2023-04-21,71
2023-04-22,72
2023-04-23,86
2023-04-24,73
2023-04-25,77
2023-04-26,75
2023-04-27,87
2023-04-28,78
2023-04-29,71
2023-04-30,85
2023-05-01,73
2023-05-02,99
2023-05-03,68
2023-05-04,87
2023-05-05,82
2023-05-06,75
2023-05-07,81
2023-05-08,76
2023-05-09,76
2023-05-10,72
2023-05-11,82
2023-05-12,70
2023-05-13,70
2023-05-14,72
2023-05-15,85
2023-05-16,76
2023-05-17,80
2023-05-18,94
2023-05-19,72
2023-05-20,83
2023-05-21,68
2023-05-22,67
2023-05-23,95
2023-05-24,73
2023-05-25,49
2023-05-26,88
2023-05-27,70
2023-05-28,89
2023-05-29,69
2023-05-30,89
2023-05-31,70
2023-06-01,64
2023-06-02,89
2023-06-03,64
2023-06-04,62
2023-06-05,72
2023-06-06,73
2023-06-07,89
2023-06-08,84
2023-06-09,74
2023-06-10,80
2023-06-11,74
2023-06-12,76
2023-06-13,70
2023-06-14,77
2023-06-15,67
2023-06-16,76
2023-06-17,66
2023-06-18,84
2023-06-19,69
2023-06-20,56
2023-06-21,73
2023-06-22,99
2023-06-23,72
2023-06-24,96
2023-06-25,89
2023-06-26,60
2023-06-27,79
2023-06-28,85
2023-06-29,51
2023-06-30,84
2023-07-01,72
2023-07-02,80
2023-07-03,65
2023-07-04,61
2023-07-05,83
2023-07-06,64
2023-07-07,69
2023-07-08,79
2023-07-09,70
2023-07-10,88
2023-07-11,56
2023-07-12,54
2023-07-13,74
2023-07-14,84
2023-07-15,81
2023-07-16,73
2023-07-17,55
2023-07-18,83
2023-07-19,77
2023-07-20,78
2023-07-21,72
2023-07-22,74
2023-07-23,72
2023-07-24,66
2023-07-25,68
2023-07-26,75
2023-07-27,68
2023-07-28,69
2023-07-29,66
2023-07-30,66
2023-07-31,68
2023-08-01,61
2023-08-02,83
2023-08-03,58
2023-08-04,77
2023-08-05,60
2023-08-06,53
2023-08-07,80
2023-08-08,72
2023-08-09,74
2023-08-10,66
2023-08-11,72
2023-08-12,60
2023-08-13,82
2023-08-14,73
2023-08-15,60
2023-08-16,80
2023-08-17,71
2023-08-18,84
2023-08-19,86
2023-08-20,79
2023-08-21,67
2023-08-22,70
2023-08-23,65
2023-08-24,84
2023-08-25,66
2023-08-26,68
2023-08-27,70
2023-08-28,83
2023-08-29,67
2023-08-30,71
2023-08-31,72
2023-09-01,70
2023-09-02,76
2023-09-03,69
2023-09-04,67
2023-09-05,54
2023-09-06,86
2023-09-07,85
2023-09-08,81
2023-09-09,74
2023-09-10,78
2023-09-11,94
2023-09-12,70
2023-09-13,79
2023-09-14,72
2023-09-15,75
2023-09-16,60
2023-09-17,77
2023-09-18,72
2023-09-19,69
2023-09-20,79
2023-09-21,76
2023-09-22,59
2023-09-23,78
2023-09-24,68
2023-09-25,67
2023-09-26,78
2023-09-27,71
2023-09-28,82
2023-09-29,84
2023-09-30,74
2023-10-01,82
2023-10-02,70
2023-10-03,65
2023-10-04,63
2023-10-05,82
2023-10-06,75
2023-10-07,76
2023-10-08,91
2023-10-09,84
2023-10-10,77
2023-10-11,72
2023-10-12,79
2023-10-13,80
2023-10-14,81
2023-10-15,80
2023-10-16,85
2023-10-17,69
2023-10-18,59
2023-10-19,79
2023-10-20,86
2023-10-21,58
2023-10-22,85
2023-10-23,78
2023-10-24,82
2023-10-25,79
2023-10-26,76
2023-10-27,74
2023-10-28,89
2023-10-29,64
2023-10-30,73
2023-10-31,67
2023-11-01,75
2023-11-02,80
2023-11-03,74
2023-11-04,82
2023-11-05,81
2023-11-06,77
2023-11-07,67
2023-11-08,88
2023-11-09,75
2023-11-10,76
2023-11-11,71
2023-11-12,72
2023-11-13,82
2023-11-14,79
2023-11-15,86
2023-11-16,74
2023-11-17,95
2023-11-18,71
2023-11-19,66
2023-11-20,70
2023-11-21,70
2023-11-22,86
2023-11-23,63
2023-11-24,86
2023-11-25,77
2023-11-26,80
2023-11-27,70
2023-11-28,77
2023-11-29,71
2023-11-30,75
2023-12-01,79
2023-12-02,70
2023-12-03,82
2023-12-04,70
2023-12-05,76
2023-12-06,67
2023-12-07,67
2023-12-08,88
2023-12-09,77
2023-12-10,71
2023-12-11,76
2023-12-12,84
2023-12-13,83
2023-12-14,73
2023-12-15,72
2023-12-16,69
2023-12-17,91
2023-12-18,75
2023-12-19,76
2023-12-20,79
2023-12-21,78
2023-12-22,72
2023-12-23,57
2023-12-24,60
2023-12-25,58
2023-12-26,58
2023-12-27,54
2023-12-28,71
2023-12-29,61
2023-12-30,68
2023-12-31,52
2024-01-01,45
2024-01-02,61
2024-01-03,53
2024-01-04,60
2024-01-05,49
2024-01-06,53
2024-01-07,57
2024-01-08,63
2024-01-09,54
2024-01-10,48
2024-01-11,50
2024-01-12,36
2024-01-13,47
2024-01-14,49
2024-01-15,53
2024-01-16,48
2024-01-17,58
2024-01-18,60
2024-01-19,47
2024-01-20,36
2024-01-21,51
2024-01-22,46
2024-01-23,39
2024-01-24,41
2024-01-25,44
2024-01-26,40
2024-01-27,35
2024-01-28,54
2024-01-29,36
2024-01-30,34
2024-01-31,40
2024-02-01,37
2024-02-02,37
2024-02-03,43
2024-02-04,45
2024-02-05,42
2024-02-06,40
2024-02-07,46
2024-02-08,46
2024-02-09,43
2024-02-10,47
2024-02-11,33
2024-02-12,47
2024-02-13,52
2024-02-14,39
2024-02-15,28
2024-02-16,43
2024-02-17,34
2024-02-18,36
2024-02-19,48
2024-02-20,37
2024-02-21,41
2024-02-22,46
2024-02-23,46
2024-02-24,51
2024-02-25,43
2024-02-26,46
2024-02-27,42
2024-02-28,40
2024-02-29,48
2024-03-01,35
2024-03-02,43
2024-03-03,32
2024-03-04,28
2024-03-05,36
2024-03-06,33
2024-03-07,44
2024-03-08,53
2024-03-09,50
2024-03-10,42
2024-03-11,37
2024-03-12,44
2024-03-13,42
2024-03-14,36
2024-03-15,35
2024-03-16,39
2024-03-17,36
2024-03-18,40
2024-03-19,38
2024-03-20,36
2024-03-21,39
2024-03-22,35
2024-03-23,45
2024-03-24,37
2024-03-25,46
2024-03-26,38
2024-03-27,44
2024-03-28,31
2024-03-29,34
2024-03-30,41
2024-03-31,34
2024-04-01,43
2024-04-02,49
2024-04-03,37
2024-04-04,46
2024-04-05,37
2024-04-06,39
2024-04-07,42
2024-04-08,46
2024-04-09,33
2024-04-10,33
2024-04-11,49
2024-04-12,41
2024-04-13,38
2024-04-14,33
2024-04-15,43
2024-04-16,46
2024-04-17,42
2024-04-18,36
2024-04-19,46
2024-04-20,36
2024-04-21,59
2024-04-22,52
2024-04-23,42
2024-04-24,34
2024-04-25,31
2024-04-26,49
2024-04-27,31
2024-04-28,37
2024-04-29,35
2024-04-30,40
2024-05-01,34
2024-05-02,36
2024-05-03,35
2024-05-04,44
2024-05-05,30
2024-05-06,35
2024-05-07,42
2024-05-08,44
2024-05-09,49
2024-05-10,46
2024-05-11,41
2024-05-12,42
2024-05-13,59
2024-05-14,36
2024-05-15,38
2024-05-16,44
2024-05-17,45
2024-05-18,31
2024-05-19,36
2024-05-20,45
2024-05-21,43
2024-05-22,43
2024-05-23,54
2024-05-24,43
2024-05-25,35
2024-05-26,44
2024-05-27,35
2024-05-28,37
2024-05-29,38
2024-05-30,41
2024-05-31,36
2024-06-01,44
2024-06-02,47
2024-06-03,39
2024-06-04,40
2024-06-05,39
2024-06-06,43
2024-06-07,37
2024-06-08,37
2024-06-09,42
2024-06-10,44
2024-06-11,38
2024-06-12,47
2024-06-13,39
2024-06-14,42
2024-06-15,39
2024-06-16,31
2024-06-17,35
2024-06-18,33
2024-06-19,41
2024-06-20,47
2024-06-21,33
2024-06-22,37
2024-06-23,35
2024-06-24,46
2024-06-25,40
2024-06-26,35
2024-06-27,32
2024-06-28,35
2024-06-29,40
2024-06-30,31
2024-07-01,44
2024-07-02,40
2024-07-03,33
2024-07-04,39
2024-07-05,39
2024-07-06,39
2024-07-07,30
2024-07-08,30
2024-07-09,42
2024-07-10,30
2024-07-11,46
2024-07-12,40
2024-07-13,36
2024-07-14,34
2024-07-15,32
2024-07-16,38
2024-07-17,32
2024-07-18,36
2024-07-19,41
2024-07-20,41
2024-07-21,41
2024-07-22,34
2024-07-23,40
2024-07-24,38
2024-07-25,43
2024-07-26,39
2024-07-27,43
2024-07-28,38
2024-07-29,42
2024-07-30,45
2024-07-31,43
2024-08-01,32
2024-08-02,43
2024-08-03,33
2024-08-04,43
2024-08-05,41
2024-08-06,45
2024-08-07,38
2024-08-08,38
2024-08-09,41
2024-08-10,34
2024-08-11,31
2024-08-12,43
2024-08-13,49
2024-08-14,42
2024-08-15,38
2024-08-16,48
2024-08-17,37
2024-08-18,37
2024-08-19,28
2024-08-20,52
2024-08-21,38
2024-08-22,40
2024-08-23,47
2024-08-24,45
2024-08-25,42
2024-08-26,41
2024-08-27,38
2024-08-28,41
2024-08-29,34
2024-08-30,36
2024-08-31,50
2024-09-01,35
2024-09-02,56
2024-09-03,19
2024-09-04,33
2024-09-05,37
2024-09-06,37
2024-09-07,32
2024-09-08,36
2024-09-09,39
2024-09-10,30
2024-09-11,24
2024-09-12,36
2024-09-13,30
2024-09-14,45
2024-09-15,36
2024-09-16,47
2024-09-17,43
2024-09-18,43
2024-09-19,45
2024-09-20,42
2024-09-21,30
2024-09-22,36
2024-09-23,43
2024-09-24,36
2024-09-25,46
2024-09-26,45
2024-09-27,37
2024-09-28,40
2024-09-29,28
2024-09-30,36
2024-10-01,39
2024-10-02,47
2024-10-03,39
2024-10-04,28
2024-10-05,33
2024-10-06,33
2024-10-07,37
2024-10-08,39
2024-10-09,38
2024-10-10,29
2024-10-11,46
2024-10-12,27
2024-10-13,48
2024-10-14,43
2024-10-15,34
2024-10-16,37
2024-10-17,37
2024-10-18,38
2024-10-19,34
2024-10-20,35
2024-10-21,38
2024-10-22,40
2024-10-23,28
2024-10-24,46
2024-10-25,40
2024-10-26,37
2024-10-27,37
2024-10-28,42
2024-10-29,39
2024-10-30,37
2024-10-31,37
2024-11-01,42
2024-11-02,48
2024-11-03,22
2024-11-04,32
2024-11-05,35
2024-11-06,48
2024-11-07,37
2024-11-08,31
2024-11-09,38
2024-11-10,36
2024-11-11,42
2024-11-12,43
2024-11-13,36
2024-11-14,40
2024-11-15,25
2024-11-16,35
2024-11-17,28
2024-11-18,31
2024-11-19,39
2024-11-20,28
2024-11-21,35
2024-11-22,36
2024-11-23,51
2024-11-24,45
2024-11-25,32
2024-11-26,29
2024-11-27,31
2024-11-28,47
2024-11-29,25
2024-11-30,33
2024-12-01,35
2024-12-02,34
2024-12-03,31
2024-12-04,31
2024-12-05,47
2024-12-06,31
2024-12-07,34
2024-12-08,41
2024-12-09,38
2024-12-10,34
2024-12-11,56
2024-12-12,10
2024-12-13,37
2024-12-14,30
2024-12-15,33
2024-12-16,41
2024-12-17,46
2024-12-18,39
2024-12-19,35
2024-12-20,46
2024-12-21,38
2024-12-22,37
2024-12-23,36
2024-12-24,39
2024-12-25,30
2024-12-26,39
2024-12-27,38
2024-12-28,33
2024-12-29,28
2024-12-30,35
2024-12-31,24
