date,n_total
2023-04-04,36
2023-04-05,30
2023-04-06,33
2023-04-07,32
2023-04-08,32
2023-04-09,38
2023-04-10,34
2023-04-11,36
2023-04-12,33
2023-04-13,30
2023-04-14,36
2023-04-15,31
2023-04-16,34
2023-04-17,34
2023-04-18,36
2023-04-19,35
2023-04-20,36
2023-04-21,30
2023-04-22,34
2023-04-23,36
2023-04-24,34
2023-04-25,31
2023-04-26,31
2023-04-27,31
2023-04-28,32
2023-04-29,36
2023-04-30,36
2023-05-01,31
2023-05-02,30
2023-05-03,33
2023-05-04,31
2023-05-05,30
2023-05-06,33
2023-05-07,31
2023-05-08,32
2023-05-09,29
2023-05-10,29
2023-05-11,29
2023-05-12,30
2023-05-13,27
2023-05-14,33
2023-05-15,28
2023-05-16,26
2023-05-17,29
2023-05-18,33
2023-05-19,30
2023-05-20,34
2023-05-21,34
2023-05-22,35
2023-05-23,32
2023-05-24,32
2023-05-25,31
2023-05-26,35
2023-05-27,31
2023-05-28,30
2023-05-29,34
2023-05-30,29
2023-05-31,27
2023-06-01,34
2023-06-02,28
2023-06-03,31
2023-06-04,32
2023-06-05,33
2023-06-06,29
2023-06-07,31
2023-06-08,32
2023-06-09,30
2023-06-10,31
2023-06-11,28
2023-06-12,33
2023-06-13,27
2023-06-14,26
2023-06-15,31
2023-06-16,28
2023-06-17,32
2023-06-18,29
2023-06-19,29
2023-06-20,31
2023-06-21,28
2023-06-22,29
2023-06-23,33
2023-06-24,31
2023-06-25,29
2023-06-26,31
2023-06-27,29
2023-06-28,37
2023-06-29,33
2023-06-30,33
2023-07-01,32
2023-07-02,36
2023-07-03,32
2023-07-04,33
2023-07-05,34
2023-07-06,31
2023-07-07,28
2023-07-08,31
2023-07-09,31
2023-07-10,32
2023-07-11,33
2023-07-12,32
2023-07-13,33
2023-07-14,33
2023-07-15,33
2023-07-16,30
2023-07-17,29
2023-07-18,30
2023-07-19,30
2023-07-20,29
2023-07-21,28
2023-07-22,29
2023-07-23,28
2023-07-24,31
2023-07-25,36
2023-07-26,34
2023-07-27,34
2023-07-28,31
2023-07-29,29
2023-07-30,31
2023-07-31,33
2023-08-01,30
2023-08-02,33
2023-08-03,35
2023-08-04,29
2023-08-05,31
2023-08-06,29
2023-08-07,32
2023-08-08,32
2023-08-09,30
2023-08-10,31
2023-08-11,31
2023-08-12,30
2023-08-13,33
2023-08-14,29
2023-08-15,32
2023-08-16,29
2023-08-17,29
2023-08-18,31
2023-08-19,30
2023-08-20,31
2023-08-21,28
2023-08-22,32
2023-08-23,31
2023-08-24,31
2023-08-25,33
2023-08-26,29
2023-08-27,33
2023-08-28,31
2023-08-29,31
2023-08-30,31
2023-08-31,32
2023-09-01,31
2023-09-02,32
2023-09-03,30
2023-09-04,31
2023-09-05,30
2023-09-06,31
2023-09-07,33
2023-09-08,33
2023-09-09,31
2023-09-10,33
2023-09-11,31
2023-09-12,31
2023-09-13,30
2023-09-14,34
2023-09-15,29
2023-09-16,30
2023-09-17,32
2023-09-18,33
2023-09-19,29
2023-09-20,32
2023-09-21,27
2023-09-22,31
2023-09-23,31
2023-09-24,34
2023-09-25,29
2023-09-26,29
2023-09-27,32
2023-09-28,31
2023-09-29,31
2023-09-30,29
2023-10-01,30
2023-10-02,29
2023-10-03,31
2023-10-04,30
2023-10-05,31
2023-10-06,33
2023-10-07,35
2023-10-08,29
2023-10-09,34
2023-10-10,29
2023-10-11,30
2023-10-12,29
2023-10-13,29
2023-10-14,29
2023-10-15,32
2023-10-16,28
2023-10-17,28
2023-10-18,27
2023-10-19,32
2023-10-20,29
2023-10-21,27
2023-10-22,27
2023-10-23,34
2023-10-24,29
2023-10-25,31
2023-10-26,30
2023-10-27,32
2023-10-28,30
2023-10-29,29
2023-10-30,30
2023-10-31,29
2023-11-01,31
2023-11-02,28
2023-11-03,25
2023-11-04,22
2023-11-05,27
2023-11-06,28
2023-11-07,25
2023-11-08,26
2023-11-09,25
2023-11-10,24
2023-11-11,22
2023-11-12,23
2023-11-13,23
2023-11-14,21
2023-11-15,24
2023-11-16,23
2023-11-17,27
2023-11-18,22
2023-11-19,20
2023-11-20,21
2023-11-21,22
2023-11-22,24
2023-11-23,23
2023-11-24,22
2023-11-25,26
2023-11-26,24
2023-11-27,25
2023-11-28,26
2023-11-29,21
2023-11-30,23
2023-12-01,24
2023-12-02,28
2023-12-03,25
2023-12-04,24
2023-12-05,22
2023-12-06,20
2023-12-07,23
2023-12-08,19
2023-12-09,19
2023-12-10,21
2023-12-11,18
2023-12-12,19
2023-12-13,20
2023-12-14,23
2023-12-15,22
2023-12-16,23
2023-12-17,22
2023-12-18,21
2023-12-19,19
2023-12-20,20
2023-12-21,20
2023-12-22,23
2023-12-23,23
2023-12-24,23
2023-12-25,23
2023-12-26,15
2023-12-27,19
2023-12-28,27
2023-12-29,23
2023-12-30,22
2023-12-31,22
2024-01-01,22
2024-01-02,21
2024-01-03,20
2024-01-04,21
2024-01-05,18
2024-01-06,20
2024-01-07,22
2024-01-08,17
2024-01-09,16
2024-01-10,20
2024-01-11,17
2024-01-12,23
2024-01-13,20
2024-01-14,20
2024-01-15,19
2024-01-16,19
2024-01-17,24
2024-01-18,19
2024-01-19,18
2024-01-20,20
2024-01-21,18
2024-01-22,18
2024-01-23,15
2024-01-24,17
2024-01-25,16
2024-01-26,20
2024-01-27,18
2024-01-28,23
2024-01-29,19
2024-01-30,22
2024-01-31,21
2024-02-01,24
2024-02-02,20
2024-02-03,23
2024-02-04,21
2024-02-05,22
2024-02-06,17
2024-02-07,24
2024-02-08,17
2024-02-09,19
2024-02-10,21
2024-02-11,20
2024-02-12,17
2024-02-13,20
2024-02-14,24
2024-02-15,22
2024-02-16,20
2024-02-17,23
2024-02-18,22
2024-02-19,21
2024-02-20,21
2024-02-21,19
2024-02-22,21
2024-02-23,23
2024-02-24,20
2024-02-25,21
2024-02-26,23
2024-02-27,19
2024-02-28,21
2024-02-29,18
2024-03-01,22
2024-03-02,20
2024-03-03,20
2024-03-04,19
2024-03-05,20
2024-03-06,23
2024-03-07,21
2024-03-08,22
2024-03-09,21
2024-03-10,20
2024-03-11,22
2024-03-12,21
2024-03-13,22
2024-03-14,23
2024-03-15,18
2024-03-16,22
2024-03-17,22
2024-03-18,24
2024-03-19,21
2024-03-20,23
2024-03-21,20
2024-03-22,24
2024-03-23,22
2024-03-24,21
2024-03-25,22
2024-03-26,23
2024-03-27,24
2024-03-28,20
2024-03-29,24
2024-03-30,22
2024-03-31,23
2024-04-01,25
2024-04-02,25
2024-04-03,25
2024-04-04,27
2024-04-05,22
2024-04-06,23
2024-04-07,25
2024-04-08,24
2024-04-09,24
2024-04-10,24
2024-04-11,21
2024-04-12,24
2024-04-13,20
2024-04-14,25
2024-04-15,22
2024-04-16,20
2024-04-17,22
2024-04-18,21
2024-04-19,26
2024-04-20,23
2024-04-21,28
2024-04-22,24
2024-04-23,28
2024-04-24,23
2024-04-25,19
2024-04-26,22
2024-04-27,25
2024-04-28,25
2024-04-29,26
2024-04-30,22
2024-05-01,26
2024-05-02,24
2024-05-03,23
2024-05-04,26
2024-05-05,21
2024-05-06,27
2024-05-07,20
2024-05-08,21
2024-05-09,25
2024-05-10,22
2024-05-11,24
2024-05-12,23
2024-05-13,20
2024-05-14,25
2024-05-15,22
2024-05-16,27
2024-05-17,29
2024-05-18,29
2024-05-19,30
2024-05-20,27
2024-05-21,20
2024-05-22,30
2024-05-23,22
2024-05-24,23
2024-05-25,21
2024-05-26,28
2024-05-27,22
2024-05-28,24
2024-05-29,30
2024-05-30,27
2024-05-31,27
2024-06-01,24
2024-06-02,24
2024-06-03,25
2024-06-04,26
2024-06-05,30
2024-06-06,30
2024-06-07,28
2024-06-08,30
2024-06-09,31
2024-06-10,24
2024-06-11,28
2024-06-12,25
2024-06-13,30
2024-06-14,29
2024-06-15,29
2024-06-16,27
2024-06-17,30
2024-06-18,25
2024-06-19,26
2024-06-20,26
2024-06-21,27
2024-06-22,29
2024-06-23,32
2024-06-24,23
2024-06-25,19
2024-06-26,30
2024-06-27,29
2024-06-28,25
2024-06-29,31
2024-06-30,32
2024-07-01,24
2024-07-02,21
2024-07-03,22
2024-07-04,29
2024-07-05,32
2024-07-06,29
2024-07-07,25
2024-07-08,28
2024-07-09,28
2024-07-10,27
2024-07-11,32
2024-07-12,31
2024-07-13,34
2024-07-14,30
2024-07-15,32
2024-07-16,26
2024-07-17,29
2024-07-18,26
2024-07-19,32
2024-07-20,30
2024-07-21,30
2024-07-22,31
2024-07-23,29
2024-07-24,29
2024-07-25,30
2024-07-26,29
2024-07-27,31
2024-07-28,26
2024-07-29,24
2024-07-30,27
2024-07-31,30
2024-08-01,19
2024-08-02,30
2024-08-03,24
2024-08-04,19
2024-08-05,35
2024-08-06,26
2024-08-07,29
2024-08-08,31
2024-08-09,31
2024-08-10,34
2024-08-11,28
2024-08-12,28
2024-08-13,32
2024-08-14,30
2024-08-15,28
2024-08-16,33
2024-08-17,32
2024-08-18,28
2024-08-19,29
2024-08-20,30
2024-08-21,26
2024-08-22,30
2024-08-23,30
2024-08-24,30
2024-08-25,30
2024-08-26,30
2024-08-27,34
2024-08-28,33
2024-08-29,30
2024-08-30,35
2024-08-31,27
2024-09-01,34
2024-09-02,31
2024-09-03,28
2024-09-04,34
2024-09-05,28
2024-09-06,32
2024-09-07,34
2024-09-08,30
2024-09-09,32
2024-09-10,31
2024-09-11,37
2024-09-12,29
2024-09-13,30
2024-09-14,28
2024-09-15,30
2024-09-16,28
2024-09-17,26
2024-09-18,23
2024-09-19,23
2024-09-20,35
2024-09-21,35
2024-09-22,33
2024-09-23,27
2024-09-24,31
2024-09-25,30
2024-09-26,27
2024-09-27,33
2024-09-28,28
2024-09-29,30
2024-09-30,25
2024-10-01,32
2024-10-02,27
2024-10-03,33
2024-10-04,30
2024-10-05,30
2024-10-06,30
2024-10-07,24
2024-10-08,27
2024-10-09,25
2024-10-10,28
2024-10-11,28
2024-10-12,31
2024-10-13,26
2024-10-14,31
2024-10-15,25
2024-10-16,25
2024-10-17,29
2024-10-18,28
2024-10-19,27
2024-10-20,31
2024-10-21,32
2024-10-22,33
2024-10-23,34
2024-10-24,33
2024-10-25,29
2024-10-26,26
2024-10-27,29
2024-10-28,29
2024-10-29,30
2024-10-30,32
2024-10-31,38
2024-11-01,37
2024-11-02,30
2024-11-03,33
2024-11-04,32
2024-11-05,33
2024-11-06,31
2024-11-07,33
2024-11-08,32
2024-11-09,37
2024-11-10,33
2024-11-11,34
2024-11-12,35
2024-11-13,31
2024-11-14,33
2024-11-15,33
2024-11-16,32
2024-11-17,30
2024-11-18,31
2024-11-19,28
2024-11-20,26
2024-11-21,27
2024-11-22,31
2024-11-23,25
2024-11-24,22
2024-11-25,30
2024-11-26,31
2024-11-27,33
2024-11-28,28
2024-11-29,32
2024-11-30,33
2024-12-01,29
2024-12-02,34
2024-12-03,30
2024-12-04,30
2024-12-05,34
2024-12-06,31
2024-12-07,33
2024-12-08,33
2024-12-09,28
2024-12-10,32
2024-12-11,34
2024-12-12,23
2024-12-13,29
2024-12-14,32
2024-12-15,33
2024-12-16,30
2024-12-17,32
2024-12-18,32
2024-12-19,33
2024-12-20,36
2024-12-21,29
2024-12-22,29
2024-12-23,30
2024-12-24,35
2024-12-25,35
2024-12-26,29
2024-12-27,31
2024-12-28,33
2024-12-29,30
2024-12-30,29
2024-12-31,32
